County,Date,Deaths
 Foard County ,2004,0
 Foard County ,2005,0
 Foard County ,2006,0
 Foard County ,2007,0
 Foard County ,2008,0
 Foard County ,2009,0
 Foard County ,2010,0
 Foard County ,2011,0
 Foard County ,2012,0
 Fort Bend County ,1999,22
 Fort Bend County ,2000,25
 Fort Bend County ,2001,24
 Fort Bend County ,2002,22
 Fort Bend County ,2003,29
 Fort Bend County ,2004,37
 Fort Bend County ,2005,40
 Fort Bend County ,2006,42
 Fort Bend County ,2007,35
 Fort Bend County ,2008,45
 Fort Bend County ,2009,33
 Fort Bend County ,2010,43
 Fort Bend County ,2011,43
 Fort Bend County ,2012,40
 Franklin County ,1999,5
 Franklin County ,2000,1
 Franklin County ,2001,0
 Franklin County ,2002,1
 Franklin County ,2003,4
 Franklin County ,2004,0
 Franklin County ,2005,0
 Franklin County ,2006,7
 Franklin County ,2007,1
 Franklin County ,2008,3
 Franklin County ,2009,4
 Franklin County ,2010,1
 Franklin County ,2011,1
 Franklin County ,2012,0
 Freestone County ,1999,3
 Freestone County ,2000,6
 Freestone County ,2001,5
 Freestone County ,2002,8
 Freestone County ,2003,10
 Freestone County ,2004,10
 Freestone County ,2005,10
 Freestone County ,2006,13
 Freestone County ,2007,10
 Freestone County ,2008,5
 Freestone County ,2009,5
 Freestone County ,2010,2
 Freestone County ,2011,4
 Freestone County ,2012,6
 Frio County ,1999,1
 Frio County ,2000,9
 Frio County ,2001,0
 Frio County ,2002,2
 Frio County ,2003,2
 Frio County ,2004,1
 Frio County ,2005,3
 Frio County ,2006,4
 Frio County ,2007,1
 Frio County ,2008,2
 Frio County ,2009,1
 Frio County ,2010,0
 Frio County ,2011,5
 Frio County ,2012,2
 Gaines County ,1999,7
 Gaines County ,2000,3
 Gaines County ,2001,1
 Gaines County ,2002,2
 Gaines County ,2003,1
 Gaines County ,2004,2
 Gaines County ,2005,1
 Gaines County ,2006,4
 Gaines County ,2007,1
 Gaines County ,2008,1
 Gaines County ,2009,2
 Gaines County ,2010,0
 Gaines County ,2011,3
 Gaines County ,2012,4
 Galveston County ,1999,43
 Galveston County ,2000,36
 Galveston County ,2001,39
 Galveston County ,2002,42
 Galveston County ,2003,37
 Galveston County ,2004,34
 Galveston County ,2005,29
 Galveston County ,2006,31
 Galveston County ,2007,32
 Galveston County ,2008,47
 Galveston County ,2009,50
 Galveston County ,2010,37
 Galveston County ,2011,39
 Galveston County ,2012,55
 Garza County ,1999,2
 Garza County ,2000,1
 Garza County ,2001,0
 Garza County ,2002,7
 Garza County ,2003,3
 Garza County ,2004,0
 Garza County ,2005,0
 Garza County ,2006,3
 Garza County ,2007,0
 Garza County ,2008,1
 Garza County ,2009,0
 Garza County ,2010,0
 Garza County ,2011,2
 Garza County ,2012,0
 Gillespie County ,1999,8
 Gillespie County ,2000,16
 Gillespie County ,2001,9
 Gillespie County ,2002,10
 Gillespie County ,2003,8
 Gillespie County ,2004,4
 Gillespie County ,2005,7
 Gillespie County ,2006,11
 Gillespie County ,2007,11
 Gillespie County ,2008,11
 Gillespie County ,2009,5
 Gillespie County ,2010,8
 Gillespie County ,2011,6
 Gillespie County ,2012,6
 Glasscock County ,1999,0
 Glasscock County ,2000,0
 Glasscock County ,2001,0
 Glasscock County ,2002,0
 Glasscock County ,2003,0
 Glasscock County ,2004,0
 Glasscock County ,2005,0
 Glasscock County ,2006,0
 Glasscock County ,2007,0
 Glasscock County ,2008,0
 Glasscock County ,2009,0
 Glasscock County ,2010,0
 Glasscock County ,2011,0
 Glasscock County ,2012,0
 Goliad County ,1999,0
 Goliad County ,2000,5
 Goliad County ,2001,3
 Goliad County ,2002,1
 Goliad County ,2003,3
 Goliad County ,2004,1
 Goliad County ,2005,1
 Goliad County ,2006,1
 Goliad County ,2007,0
 Goliad County ,2008,1
 Goliad County ,2009,1
 Goliad County ,2010,0
 Goliad County ,2011,1
 Goliad County ,2012,0
 Gonzales County ,1999,3
 Gonzales County ,2000,5
 Gonzales County ,2001,8
 Gonzales County ,2002,3
 Gonzales County ,2003,5
 Gonzales County ,2004,5
 Gonzales County ,2005,7
 Gonzales County ,2006,3
 Gonzales County ,2007,9
 Gonzales County ,2008,3
 Gonzales County ,2009,4
 Gonzales County ,2010,5
 Gonzales County ,2011,5
 Gonzales County ,2012,0
 Gray County ,1999,7
 Gray County ,2000,6
 Gray County ,2001,6
 Gray County ,2002,7
 Gray County ,2003,8
 Gray County ,2004,7
 Gray County ,2005,2
 Gray County ,2006,3
 Gray County ,2007,2
 Gray County ,2008,2
 Gray County ,2009,5
 Gray County ,2010,3
 Gray County ,2011,5
 Gray County ,2012,5
 Grayson County ,1999,40
 Grayson County ,2000,49
 Grayson County ,2001,55
 Grayson County ,2002,64
 Grayson County ,2003,56
 Grayson County ,2004,46
 Grayson County ,2005,57
 Grayson County ,2006,52
 Grayson County ,2007,47
 Grayson County ,2008,43
 Grayson County ,2009,29
 Grayson County ,2010,32
 Grayson County ,2011,25
 Grayson County ,2012,31
 Gregg County ,1999,45
 Gregg County ,2000,34
 Gregg County ,2001,33
 Gregg County ,2002,34
 Gregg County ,2003,20
 Gregg County ,2004,26
 Gregg County ,2005,30
 Gregg County ,2006,20
 Gregg County ,2007,18
 Gregg County ,2008,16
 Gregg County ,2009,23
 Gregg County ,2010,15
 Gregg County ,2011,14
 Gregg County ,2012,13
 Grimes County ,1999,5
 Grimes County ,2000,2
 Grimes County ,2001,1
 Grimes County ,2002,3
 Grimes County ,2003,4
 Grimes County ,2004,2
 Grimes County ,2005,3
 Grimes County ,2006,0
 Grimes County ,2007,4
 Grimes County ,2008,2
 Grimes County ,2009,1
 Grimes County ,2010,4
 Grimes County ,2011,7
 Grimes County ,2012,2
 Guadalupe County ,1999,17
 Guadalupe County ,2000,19
 Guadalupe County ,2001,11
 Guadalupe County ,2002,17
 Guadalupe County ,2003,13
 Guadalupe County ,2004,18
 Guadalupe County ,2005,10
 Guadalupe County ,2006,16
 Guadalupe County ,2007,12
 Guadalupe County ,2008,24
 Guadalupe County ,2009,14
 Guadalupe County ,2010,13
 Guadalupe County ,2011,13
 Guadalupe County ,2012,11
 Hale County ,1999,4
 Hale County ,2000,9
 Hale County ,2001,7
 Hale County ,2002,7
 Hale County ,2003,4
 Hale County ,2004,7
 Hale County ,2005,9
 Hale County ,2006,7
 Hale County ,2007,7
 Hale County ,2008,11
 Hale County ,2009,8
 Hale County ,2010,8
 Hale County ,2011,6
 Hale County ,2012,9
 Hall County ,1999,2
 Hall County ,2000,1
 Hall County ,2001,3
 Hall County ,2002,1
 Hall County ,2003,3
 Hall County ,2004,1
 Hall County ,2005,1
 Hall County ,2006,0
 Hall County ,2007,1
 Hall County ,2008,1
 Hall County ,2009,0
 Hall County ,2010,0
 Hall County ,2011,0
 Hall County ,2012,1
 Hamilton County ,1999,5
 Hamilton County ,2000,8
 Hamilton County ,2001,3
 Hamilton County ,2002,1
 Hamilton County ,2003,6
 Hamilton County ,2004,10
 Hamilton County ,2005,7
 Hamilton County ,2006,7
 Hamilton County ,2007,1
 Hamilton County ,2008,3
 Hamilton County ,2009,4
 Hamilton County ,2010,4
 Hamilton County ,2011,5
 Hamilton County ,2012,8
 Hansford County ,1999,2
 Hansford County ,2000,3
 Hansford County ,2001,3
 Hansford County ,2002,1
 Hansford County ,2003,2
 Hansford County ,2004,4
 Hansford County ,2005,3
 Hansford County ,2006,1
 Hansford County ,2007,0
 Hansford County ,2008,2
 Hansford County ,2009,2
 Hansford County ,2010,0
 Hansford County ,2011,1
 Hansford County ,2012,1
 Hardeman County ,1999,0
 Hardeman County ,2000,1
 Hardeman County ,2001,0
 Hardeman County ,2002,1
 Hardeman County ,2003,1
 Hardeman County ,2004,0
 Hardeman County ,2005,0
 Hardeman County ,2006,0
 Hardeman County ,2007,0
 Hardeman County ,2008,0
 Hardeman County ,2009,5
 Hardeman County ,2010,0
 Hardeman County ,2011,3
 Hardeman County ,2012,0
 Hardin County ,1999,20
 Hardin County ,2000,21
 Hardin County ,2001,10
 Hardin County ,2002,14
 Hardin County ,2003,22
 Hardin County ,2004,6
 Hardin County ,2005,17
 Hardin County ,2006,8
 Hardin County ,2007,6
 Hardin County ,2008,6
 Hardin County ,2009,13
 Hardin County ,2010,3
 Hardin County ,2011,6
 Hardin County ,2012,3
 Harris County ,1999,371
 Harris County ,2000,391
 Harris County ,2001,434
 Harris County ,2002,435
 Harris County ,2003,412
 Harris County ,2004,362
 Harris County ,2005,447
 Harris County ,2006,378
 Harris County ,2007,378
 Harris County ,2008,415
 Harris County ,2009,424
 Harris County ,2010,372
 Harris County ,2011,392
 Harris County ,2012,383
 Harrison County ,1999,9
 Harrison County ,2000,8
 Harrison County ,2001,12
 Harrison County ,2002,7
 Harrison County ,2003,7
 Harrison County ,2004,8
 Harrison County ,2005,12
 Harrison County ,2006,5
 Harrison County ,2007,12
 Harrison County ,2008,6
 Harrison County ,2009,8
 Harrison County ,2010,11
 Harrison County ,2011,8
 Harrison County ,2012,2
 Hartley County ,1999,0
 Hartley County ,2000,0
 Hartley County ,2001,2
 Hartley County ,2002,1
 Hartley County ,2003,0
 Hartley County ,2004,4
 Hartley County ,2005,2
 Hartley County ,2006,0
 Hartley County ,2007,0
 Hartley County ,2008,4
 Hartley County ,2009,1
 Hartley County ,2010,2
 Hartley County ,2011,0
 Hartley County ,2012,0
 Haskell County ,1999,1
 Haskell County ,2000,2
 Haskell County ,2001,1
 Haskell County ,2002,7
 Haskell County ,2003,0
 Haskell County ,2004,2
 Haskell County ,2005,0
 Haskell County ,2006,0
 Haskell County ,2007,2
 Haskell County ,2008,1
 Haskell County ,2009,3
 Haskell County ,2010,2
 Haskell County ,2011,2
 Haskell County ,2012,1
 Hays County ,1999,11
 Hays County ,2000,12
 Hays County ,2001,12
 Hays County ,2002,12
 Hays County ,2003,17
 Hays County ,2004,8
 Hays County ,2005,12
 Hays County ,2006,17
 Hays County ,2007,18
 Hays County ,2008,20
 Hays County ,2009,20
 Hays County ,2010,13
 Hays County ,2011,11
 Hays County ,2012,13
 Hemphill County ,1999,0
 Hemphill County ,2000,1
 Hemphill County ,2001,0
 Hemphill County ,2002,1
 Hemphill County ,2003,1
 Hemphill County ,2004,0
 Hemphill County ,2005,1
 Hemphill County ,2006,1
 Hemphill County ,2007,0
 Hemphill County ,2008,1
 Hemphill County ,2009,1
 Hemphill County ,2010,1
 Hemphill County ,2011,0
 Hemphill County ,2012,1
 Henderson County ,1999,31
 Henderson County ,2000,22
 Henderson County ,2001,22
 Henderson County ,2002,20
 Henderson County ,2003,18
 Henderson County ,2004,18
 Henderson County ,2005,17
 Henderson County ,2006,14
 Henderson County ,2007,15
 Henderson County ,2008,17
 Henderson County ,2009,12
 Henderson County ,2010,19
 Henderson County ,2011,11
 Henderson County ,2012,15
 Hidalgo County ,1999,74
 Hidalgo County ,2000,65
 Hidalgo County ,2001,93
 Hidalgo County ,2002,83
 Hidalgo County ,2003,86
 Hidalgo County ,2004,73
 Hidalgo County ,2005,84
 Hidalgo County ,2006,86
 Hidalgo County ,2007,93
 Hidalgo County ,2008,102
 Hidalgo County ,2009,160
 Hidalgo County ,2010,120
 Hidalgo County ,2011,95
 Hidalgo County ,2012,77
 Hill County ,1999,9
 Hill County ,2000,8
 Hill County ,2001,7
 Hill County ,2002,11
 Hill County ,2003,10
 Hill County ,2004,9
 Hill County ,2005,11
 Hill County ,2006,14
 Hill County ,2007,6
 Hill County ,2008,8
 Hill County ,2009,6
 Hill County ,2010,4
 Hill County ,2011,7
 Hill County ,2012,4
 Hockley County ,1999,3
 Hockley County ,2000,2
 Hockley County ,2001,8
 Hockley County ,2002,7
 Hockley County ,2003,7
 Hockley County ,2004,6
 Hockley County ,2005,7
 Hockley County ,2006,5
 Hockley County ,2007,4
 Hockley County ,2008,2
 Hockley County ,2009,2
 Hockley County ,2010,3
 Hockley County ,2011,5
 Hockley County ,2012,1
 Hood County ,1999,9
 Hood County ,2000,10
 Hood County ,2001,9
 Hood County ,2002,7
 Hood County ,2003,2
 Hood County ,2004,8
 Hood County ,2005,7
 Hood County ,2006,13
 Hood County ,2007,14
 Hood County ,2008,12
 Hood County ,2009,10
 Hood County ,2010,8
 Hood County ,2011,15
 Hood County ,2012,11
 Hopkins County ,1999,4
 Hopkins County ,2000,11
 Hopkins County ,2001,8
 Hopkins County ,2002,10
 Hopkins County ,2003,11
 Hopkins County ,2004,8
 Hopkins County ,2005,13
 Hopkins County ,2006,3
 Hopkins County ,2007,6
 Hopkins County ,2008,4
 Hopkins County ,2009,10
 Hopkins County ,2010,8
 Hopkins County ,2011,8
 Hopkins County ,2012,5
 Houston County ,1999,10
 Houston County ,2000,13
 Houston County ,2001,11
 Houston County ,2002,6
 Houston County ,2003,19
 Houston County ,2004,6
 Houston County ,2005,17
 Houston County ,2006,9
 Houston County ,2007,13
 Houston County ,2008,9
 Houston County ,2009,8
 Houston County ,2010,6
 Houston County ,2011,6
 Houston County ,2012,6
 Howard County ,1999,11
 Howard County ,2000,7
 Howard County ,2001,8
 Howard County ,2002,8
 Howard County ,2003,7
 Howard County ,2004,11
 Howard County ,2005,11
 Howard County ,2006,13
 Howard County ,2007,4
 Howard County ,2008,11
 Howard County ,2009,6
 Howard County ,2010,5
 Howard County ,2011,10
 Howard County ,2012,6
 Hudspeth County ,1999,0
 Hudspeth County ,2000,0
 Hudspeth County ,2001,1
 Hudspeth County ,2002,1
 Hudspeth County ,2003,2
 Hudspeth County ,2004,0
 Hudspeth County ,2005,0
 Hudspeth County ,2006,0
 Hudspeth County ,2007,2
 Hudspeth County ,2008,0
 Hudspeth County ,2009,0
 Hudspeth County ,2010,0
 Hudspeth County ,2011,0
 Hudspeth County ,2012,0
 Hunt County ,1999,20
 Hunt County ,2000,19
 Hunt County ,2001,10
 Hunt County ,2002,18
 Hunt County ,2003,27
 Hunt County ,2004,16
 Hunt County ,2005,15
 Hunt County ,2006,12
 Hunt County ,2007,15
 Hunt County ,2008,24
 Hunt County ,2009,11
 Hunt County ,2010,21
 Hunt County ,2011,8
 Hunt County ,2012,12
 Hutchinson County ,1999,3
 Hutchinson County ,2000,9
 Hutchinson County ,2001,6
 Hutchinson County ,2002,6
 Hutchinson County ,2003,6
 Hutchinson County ,2004,1
 Hutchinson County ,2005,7
 Hutchinson County ,2006,13
 Hutchinson County ,2007,6
 Hutchinson County ,2008,6
 Hutchinson County ,2009,4
 Hutchinson County ,2010,10
 Hutchinson County ,2011,4
 Hutchinson County ,2012,4
 Irion County ,1999,0
 Irion County ,2000,1
 Irion County ,2001,0
 Irion County ,2002,0
 Irion County ,2003,1
 Irion County ,2004,0
 Irion County ,2005,0
 Irion County ,2006,0
 Irion County ,2007,0
 Irion County ,2008,0
 Irion County ,2009,0
 Irion County ,2010,0
 Irion County ,2011,0
 Irion County ,2012,0
 Jack County ,1999,3
 Jack County ,2000,4
 Jack County ,2001,5
 Jack County ,2002,4
 Jack County ,2003,1
 Jack County ,2004,1
 Jack County ,2005,2
 Jack County ,2006,2
 Jack County ,2007,3
 Jack County ,2008,0
 Jack County ,2009,1
 Jack County ,2010,0
 Jack County ,2011,2
 Jack County ,2012,0
 Jackson County ,1999,2
 Jackson County ,2000,2
 Jackson County ,2001,2
 Jackson County ,2002,6
 Jackson County ,2003,2
 Jackson County ,2004,4
 Jackson County ,2005,3
 Jackson County ,2006,2
 Jackson County ,2007,3
 Jackson County ,2008,3
 Jackson County ,2009,4
 Jackson County ,2010,2
 Jackson County ,2011,2
 Jackson County ,2012,3
 Jasper County ,1999,7
 Jasper County ,2000,11
 Jasper County ,2001,8
 Jasper County ,2002,11
 Jasper County ,2003,8
 Jasper County ,2004,5
 Jasper County ,2005,12
 Jasper County ,2006,8
 Jasper County ,2007,6
 Jasper County ,2008,11
 Jasper County ,2009,4
 Jasper County ,2010,1
 Jasper County ,2011,6
 Jasper County ,2012,7
 Jeff Davis County ,1999,3
 Jeff Davis County ,2000,0
 Jeff Davis County ,2001,0
 Jeff Davis County ,2002,2
 Jeff Davis County ,2003,0
 Jeff Davis County ,2004,0
 Jeff Davis County ,2005,0
 Jeff Davis County ,2006,0
 Jeff Davis County ,2007,0
 Jeff Davis County ,2008,0
 Jeff Davis County ,2009,0
 Jeff Davis County ,2010,0
 Jeff Davis County ,2011,1
 Jeff Davis County ,2012,0
 Jefferson County ,1999,70
 Jefferson County ,2000,75
 Jefferson County ,2001,71
 Jefferson County ,2002,69
 Jefferson County ,2003,59
 Jefferson County ,2004,52
 Jefferson County ,2005,71
 Jefferson County ,2006,45
 Jefferson County ,2007,60
 Jefferson County ,2008,78
 Jefferson County ,2009,55
 Jefferson County ,2010,42
 Jefferson County ,2011,43
 Jefferson County ,2012,41
 Jim Hogg County ,1999,1
 Jim Hogg County ,2000,0
 Jim Hogg County ,2001,1
 Jim Hogg County ,2002,2
 Jim Hogg County ,2003,0
 Jim Hogg County ,2004,4
 Jim Hogg County ,2005,2
 Jim Hogg County ,2006,2
 Jim Hogg County ,2007,0
 Jim Hogg County ,2008,4
 Jim Hogg County ,2009,0
 Jim Hogg County ,2010,2
 Jim Hogg County ,2011,3
 Jim Hogg County ,2012,0
 Jim Wells County ,1999,6
 Jim Wells County ,2000,8
 Jim Wells County ,2001,7
 Jim Wells County ,2002,9
 Jim Wells County ,2003,7
 Jim Wells County ,2004,2
 Jim Wells County ,2005,12
 Jim Wells County ,2006,7
 Jim Wells County ,2007,6
 Jim Wells County ,2008,11
 Jim Wells County ,2009,12
 Jim Wells County ,2010,3
 Jim Wells County ,2011,9
 Jim Wells County ,2012,8
 Johnson County ,1999,25
 Johnson County ,2000,19
 Johnson County ,2001,13
 Johnson County ,2002,23
 Johnson County ,2003,11
 Johnson County ,2004,13
 Johnson County ,2005,18
 Johnson County ,2006,19
 Johnson County ,2007,21
 Johnson County ,2008,21
 Johnson County ,2009,27
 Johnson County ,2010,19
 Johnson County ,2011,21
 Johnson County ,2012,15
 Jones County ,1999,8
 Jones County ,2000,10
 Jones County ,2001,11
 Jones County ,2002,9
 Jones County ,2003,9
 Jones County ,2004,9
 Jones County ,2005,9
 Jones County ,2006,3
 Jones County ,2007,7
 Jones County ,2008,5
 Jones County ,2009,5
 Jones County ,2010,2
 Jones County ,2011,2
 Jones County ,2012,2
 Karnes County ,1999,3
 Karnes County ,2000,5
 Karnes County ,2001,1
 Karnes County ,2002,1
 Karnes County ,2003,8
 Karnes County ,2004,3
 Karnes County ,2005,2
 Karnes County ,2006,1
 Karnes County ,2007,2
 Karnes County ,2008,5
 Karnes County ,2009,2
 Karnes County ,2010,4
 Karnes County ,2011,0
 Karnes County ,2012,2
 Kaufman County ,1999,15
 Kaufman County ,2000,15
 Kaufman County ,2001,15
 Kaufman County ,2002,22
 Kaufman County ,2003,17
 Kaufman County ,2004,10
 Kaufman County ,2005,16
 Kaufman County ,2006,16
 Kaufman County ,2007,16
 Kaufman County ,2008,11
 Kaufman County ,2009,13
 Kaufman County ,2010,9
 Kaufman County ,2011,12
 Kaufman County ,2012,6
 Kendall County ,1999,6
 Kendall County ,2000,12
 Kendall County ,2001,4
 Kendall County ,2002,3
 Kendall County ,2003,6
 Kendall County ,2004,2
 Kendall County ,2005,4
 Kendall County ,2006,5
 Kendall County ,2007,4
 Kendall County ,2008,4
 Kendall County ,2009,3
 Kendall County ,2010,5
 Kendall County ,2011,3
 Kendall County ,2012,4
 Kenedy County ,1999,0
 Kenedy County ,2000,0
 Kenedy County ,2001,0
 Kenedy County ,2002,0
 Kenedy County ,2003,0
 Kenedy County ,2004,0
 Kenedy County ,2005,0
 Kenedy County ,2006,0
 Kenedy County ,2007,0
 Kenedy County ,2008,0
 Kenedy County ,2009,0
 Kenedy County ,2010,0
 Kenedy County ,2011,0
 Kenedy County ,2012,0
 Kent County ,1999,0
 Kent County ,2000,1
 Kent County ,2001,1
 Kent County ,2002,0
 Kent County ,2003,0
 Kent County ,2004,0
 Kent County ,2005,1
 Kent County ,2006,1
 Kent County ,2007,0
 Kent County ,2008,0
 Kent County ,2009,0
 Kent County ,2010,0
 Kent County ,2011,0
 Kent County ,2012,0
 Kerr County ,1999,15
 Kerr County ,2000,9
 Kerr County ,2001,8
 Kerr County ,2002,11
 Kerr County ,2003,20
 Kerr County ,2004,25
 Kerr County ,2005,18
 Kerr County ,2006,18
 Kerr County ,2007,14
 Kerr County ,2008,23
 Kerr County ,2009,12
 Kerr County ,2010,7
 Kerr County ,2011,12
 Kerr County ,2012,12
 Kimble County ,1999,4
 Kimble County ,2000,1
 Kimble County ,2001,4
 Kimble County ,2002,2
 Kimble County ,2003,1
 Kimble County ,2004,2
 Kimble County ,2005,1
 Kimble County ,2006,2
 Kimble County ,2007,2
 Kimble County ,2008,1
 Kimble County ,2009,0
 Kimble County ,2010,0
 Kimble County ,2011,0
 Kimble County ,2012,2
 King County ,1999,0
 King County ,2000,0
 King County ,2001,0
 King County ,2002,0
 King County ,2003,0
 King County ,2004,0
 King County ,2005,0
 King County ,2006,0
 King County ,2007,0
 King County ,2008,0
 King County ,2009,0
 King County ,2010,0
 King County ,2011,0
 King County ,2012,0
 Kinney County ,1999,0
 Kinney County ,2000,1
 Kinney County ,2001,1
 Kinney County ,2002,0
 Kinney County ,2003,0
 Kinney County ,2004,0
 Kinney County ,2005,0
 Kinney County ,2006,2
 Kinney County ,2007,1
 Kinney County ,2008,0
 Kinney County ,2009,2
 Kinney County ,2010,2
 Kinney County ,2011,1
 Kinney County ,2012,0
 Kleberg County ,1999,4
 Kleberg County ,2000,6
 Kleberg County ,2001,6
 Kleberg County ,2002,7
 Kleberg County ,2003,3
 Kleberg County ,2004,7
 Kleberg County ,2005,13
 Kleberg County ,2006,7
 Kleberg County ,2007,11
 Kleberg County ,2008,5
 Kleberg County ,2009,11
 Kleberg County ,2010,10
 Kleberg County ,2011,8
 Kleberg County ,2012,5
 Knox County ,1999,4
 Knox County ,2000,2
 Knox County ,2001,5
 Knox County ,2002,3
 Knox County ,2003,2
 Knox County ,2004,7
 Knox County ,2005,1
 Knox County ,2006,0
 Knox County ,2007,0
 Knox County ,2008,3
 Knox County ,2009,0
 Knox County ,2010,0
 Knox County ,2011,0
 Knox County ,2012,1
 Lamar County ,1999,16
 Lamar County ,2000,16
 Lamar County ,2001,25
 Lamar County ,2002,8
 Lamar County ,2003,23
 Lamar County ,2004,20
 Lamar County ,2005,32
 Lamar County ,2006,22
 Lamar County ,2007,24
 Lamar County ,2008,18
 Lamar County ,2009,20
 Lamar County ,2010,15
 Lamar County ,2011,19
 Lamar County ,2012,21
 Lamb County ,1999,11
 Lamb County ,2000,7
 Lamb County ,2001,5
 Lamb County ,2002,5
 Lamb County ,2003,6
 Lamb County ,2004,9
 Lamb County ,2005,6
 Lamb County ,2006,4
 Lamb County ,2007,6
 Lamb County ,2008,3
 Lamb County ,2009,0
 Lamb County ,2010,4
 Lamb County ,2011,9
 Lamb County ,2012,1
 Lampasas County ,1999,2
 Lampasas County ,2000,5
 Lampasas County ,2001,3
 Lampasas County ,2002,1
 Lampasas County ,2003,4
 Lampasas County ,2004,3
 Lampasas County ,2005,6
 Lampasas County ,2006,3
 Lampasas County ,2007,4
 Lampasas County ,2008,5
 Lampasas County ,2009,3
 Lampasas County ,2010,4
 Lampasas County ,2011,4
 Lampasas County ,2012,4
 La Salle County ,1999,4
 La Salle County ,2000,1
 La Salle County ,2001,2
 La Salle County ,2002,1
 La Salle County ,2003,1
 La Salle County ,2004,1
 La Salle County ,2005,1
 La Salle County ,2006,1
 La Salle County ,2007,0
 La Salle County ,2008,0
 La Salle County ,2009,0
 La Salle County ,2010,1
 La Salle County ,2011,1
 La Salle County ,2012,0
 Lavaca County ,1999,5
 Lavaca County ,2000,9
 Lavaca County ,2001,9
 Lavaca County ,2002,5
 Lavaca County ,2003,8
 Lavaca County ,2004,9
 Lavaca County ,2005,10
 Lavaca County ,2006,14
 Lavaca County ,2007,12
 Lavaca County ,2008,11
 Lavaca County ,2009,7
 Lavaca County ,2010,7
 Lavaca County ,2011,4
 Lavaca County ,2012,4
 Lee County ,1999,8
 Lee County ,2000,6
 Lee County ,2001,3
 Lee County ,2002,4
 Lee County ,2003,5
 Lee County ,2004,5
 Lee County ,2005,2
 Lee County ,2006,1
 Lee County ,2007,2
 Lee County ,2008,5
 Lee County ,2009,1
 Lee County ,2010,3
 Lee County ,2011,4
 Lee County ,2012,2
 Leon County ,1999,6
 Leon County ,2000,2
 Leon County ,2001,2
 Leon County ,2002,1
 Leon County ,2003,8
 Leon County ,2004,8
 Leon County ,2005,8
 Leon County ,2006,8
 Leon County ,2007,14
 Leon County ,2008,8
 Leon County ,2009,4
 Leon County ,2010,3
 Leon County ,2011,4
 Leon County ,2012,2
 Liberty County ,1999,7
 Liberty County ,2000,14
 Liberty County ,2001,2
 Liberty County ,2002,17
 Liberty County ,2003,25
 Liberty County ,2004,14
 Liberty County ,2005,11
 Liberty County ,2006,8
 Liberty County ,2007,10
 Liberty County ,2008,11
 Liberty County ,2009,7
 Liberty County ,2010,13
 Liberty County ,2011,17
 Liberty County ,2012,13
 Limestone County ,1999,13
 Limestone County ,2000,15
 Limestone County ,2001,19
 Limestone County ,2002,29
 Limestone County ,2003,19
 Limestone County ,2004,19
 Limestone County ,2005,33
 Limestone County ,2006,31
 Limestone County ,2007,18
 Limestone County ,2008,20
 Limestone County ,2009,5
 Limestone County ,2010,7
 Limestone County ,2011,6
 Limestone County ,2012,7
 Lipscomb County ,1999,1
 Lipscomb County ,2000,1
 Lipscomb County ,2001,1
 Lipscomb County ,2002,2
 Lipscomb County ,2003,1
 Lipscomb County ,2004,1
 Lipscomb County ,2005,1
 Lipscomb County ,2006,1
 Lipscomb County ,2007,1
 Lipscomb County ,2008,1
 Lipscomb County ,2009,1
 Lipscomb County ,2010,0
 Lipscomb County ,2011,0
 Lipscomb County ,2012,0
 Live Oak County ,1999,4
 Live Oak County ,2000,0
 Live Oak County ,2001,2
 Live Oak County ,2002,3
 Live Oak County ,2003,0
 Live Oak County ,2004,4
 Live Oak County ,2005,3
 Live Oak County ,2006,0
 Live Oak County ,2007,3
 Live Oak County ,2008,3
 Live Oak County ,2009,1
 Live Oak County ,2010,4
 Live Oak County ,2011,3
 Live Oak County ,2012,2
 Llano County ,1999,15
 Llano County ,2000,20
 Llano County ,2001,19
 Llano County ,2002,9
 Llano County ,2003,13
 Llano County ,2004,8
 Llano County ,2005,10
 Llano County ,2006,10
 Llano County ,2007,8
 Llano County ,2008,9
 Llano County ,2009,7
 Llano County ,2010,7
 Llano County ,2011,5
 Llano County ,2012,8
 Loving County ,1999,0
 Loving County ,2000,0
 Loving County ,2001,0
 Loving County ,2002,0
 Loving County ,2003,0
 Loving County ,2004,0
 Loving County ,2005,0
 Loving County ,2006,0
 Loving County ,2007,0
 Loving County ,2008,0
 Loving County ,2009,0
 Loving County ,2010,0
 Loving County ,2011,0
 Loving County ,2012,0
 Lubbock County ,1999,48
 Lubbock County ,2000,55
 Lubbock County ,2001,52
 Lubbock County ,2002,63
 Lubbock County ,2003,86
 Lubbock County ,2004,43
 Lubbock County ,2005,46
 Lubbock County ,2006,53
 Lubbock County ,2007,40
 Lubbock County ,2008,76
 Lubbock County ,2009,45
 Lubbock County ,2010,56
 Lubbock County ,2011,44
 Lubbock County ,2012,50
 Lynn County ,1999,2
 Lynn County ,2000,3
 Lynn County ,2001,1
 Lynn County ,2002,4
 Lynn County ,2003,3
 Lynn County ,2004,3
 Lynn County ,2005,3
 Lynn County ,2006,2
 Lynn County ,2007,2
 Lynn County ,2008,3
 Lynn County ,2009,0
 Lynn County ,2010,0
 Lynn County ,2011,2
 Lynn County ,2012,1
 McCulloch County ,1999,10
 McCulloch County ,2000,6
 McCulloch County ,2001,6
 McCulloch County ,2002,1
